,nameFirst,nameLast,BAT_ID,RE24,PA,Runs.Start
897,Wilfredo,Tovar,tovaw001,-5.732336978,88,46.51607569
898,Sam,Travis,travs001,-7.347460925,157,82.55431567
899,Jose,Trevino,trevj001,-4.518240692,126,68.95354902
900,Mike,Trout,troum001,65.34535263,600,319.7751883
901,Mark,Trumbo,trumm001,-2.246177358,31,15.91765801
902,Cole,Tucker,tuckc001,-8.33846212,159,85.80583252
903,Kyle,Tucker,tuckk001,-0.036423536,72,44.5133242
904,Troy,Tulowitzki,tulot001,-1.379804465,13,5.756138274
905,Justin,Turner,turnj001,22.47544284,549,264.2693246
906,Spencer,Turnbull,turns003,-2.749688166,8,4.825124475
907,Trea,Turner,turnt001,10.94330184,568,291.3072548
908,Duane,Underwood,unded001,-0.177629006,1,0.290082228
909,Justin,Upton,uptoj001,-1.90994485,256,151.240138
910,Jose,Urena,urenj001,-4.972323942,22,12.66703152
911,Richard,Urena,urenr001,-3.81025129,80,36.04011587
912,Julio,Urias,uriaj001,-0.162452299,18,9.31225631
913,Luis,Urias,urial001,-3.779068433,249,119.583411
914,Jose,Urquidy,urquj001,-0.866124881,4,1.203484546
915,Gio,Urshela,urshg001,18.37928833,476,242.5111603
916,Pat,Valaika,valap001,-1.954431354,86,41.64487252
917,Breyvic,Valera,valeb001,0.096872759,52,25.03259271
918,Josh,VanMeter,vanmj001,-8.489244253,260,129.0525677
919,Ildemaro,Vargas,vargi001,-1.441392154,211,111.0170165
920,Jason,Vargas,vargj001,-10.08145016,45,23.53906187
921,Christian,Vazquez,vazqc001,-2.009087566,521,269.4179574
922,Andrew,Velazquez,velaa001,-4.578637021,24,9.612588507
923,Hector,Velazquez,velah001,-0.321066309,1,0.559830354
924,Vince,Velasquez,velav001,-3.214594,36,18.16690911
925,Alex,Verdugo,verda001,0.408404866,377,201.1060982
926,Justin,Verlander,verlj001,-1.240736723,2,1.530818951
927,Jonathan,Villar,villj001,-0.155483443,714,360.5341523
928,Meibrys,Viloria,vilom001,-7.31541262,148,76.35357688
929,Nick,Vincent,vincn001,-0.727677316,3,1.307841771
930,Dan,Vogelbach,voged001,6.011402029,558,273.9433892
931,Stephen,Vogt,vogts001,5.063252831,280,154.5643582
932,Luke,Voit,voitl001,24.4354265,510,264.1447618
933,Austin,Voth,votha001,-1.680630617,10,3.875062552
934,Joey,Votto,vottj001,3.730459066,608,297.6040252
935,Michael,Wacha,wachm001,-6.385101599,39,23.43566874
936,LaMonte,Wade,wadel001,0.641189936,69,33.15015474
937,Tyler,Wade,wadet002,-1.834561041,108,58.22893306
938,Jacob,Waguespack,waguj001,-0.499134119,3,1.027980391
939,Adam,Wainwright,waina001,-8.283208864,59,30.07580095
940,Mitch,Walding,waldm001,-0.416393051,2,0.528846273
941,Marcus,Walden,waldm002,-0.244456635,1,0.534538863
942,Christian,Walker,walkc002,6.775319268,603,304.3976299
943,Jeremy,Walker,walkj002,-0.112453222,1,0.112453222
944,Neil,Walker,walkn001,-6.537816692,381,200.5063852
945,Chad,Wallach,wallc001,0.360582284,54,20.86591347
946,Jared,Walsh,walsj001,-2.224661128,87,40.99073199
947,Donnie,Walton,waltd002,-0.089320765,19,9.642807637
948,Taylor,Ward,wardt002,-4.894605628,48,20.5364462
949,Luke,Weaver,weavl001,-2.850939354,21,12.22761773
950,Jacob,Webb,webbj002,-0.112453222,1,0.112453222
951,Logan,Webb,webbl001,-2.567061586,11,5.282545709
952,Joey,Wendle,wendj002,-14.09231168,263,134.10684
953,Zach,Wheeler,wheez001,-4.817470224,64,36.8901889
954,Tyler,White,whitt002,-16.85894571,279,147.2517979
955,Brad,Wieck,wiecb001,-0.290082228,2,0.402535449
956,Matt,Wieters,wietm001,-4.028114033,183,95.47936374
957,Aaron,Wilkerson,wilka003,1.252676325,3,1.419607251
958,Stevie,Wilkerson,wilks001,-18.84939161,361,187.0093139
959,Devin,Williams,willd004,-0.244456635,1,0.534538863
960,Mason,Williams,willm007,-2.62238434,34,17.47391864
961,Mac,Williamson,willm008,-10.2561797,144,72.63352517
962,Nick,Williams,willn001,-15.00332182,112,54.01992464
963,Trevor,Williams,willt002,-4.940080255,44,23.41198006
964,Taylor,Williams,willt003,-0.558145525,1,1.554425612
965,Bobby,Wilson,wilsb002,-8.38302837,47,24.02152435
966,Bryse,Wilson,wilsb003,-1.710021761,9,3.853230771
967,Dan,Winkler,winkd001,-0.218731311,1,0.942079162
968,Jesse,Winker,winkj002,-0.33740703,382,189.6283823
969,Patrick,Wisdom,wisdp001,-3.003571668,28,13.44447649
970,Matt,Wisler,wislm001,-0.177629006,1,0.290082228
971,Asher,Wojciechowski,wojca001,-0.177629006,1,0.290082228
972,Tony,Wolters,woltt001,-3.675486278,411,219.3580688
973,Kolten,Wong,wongk001,12.17105464,549,272.9098431
974,Kean,Wong,wongk002,-2.106508606,18,8.410272085
975,Alex,Wood,wooda002,-2.827178179,12,6.991322077
976,Brandon,Woodruff,woodb005,-3.111849883,49,26.01011616
977,Kyle,Wright,wrigk001,-1.992952828,6,3.759522427
978,Austin,Wynns,wynna001,-3.695443521,74,35.04931646
979,Jordan,Yamamoto,yamaj001,-5.999579794,26,13.60950926
980,Mike,Yastrzemski,yastm001,6.022753547,411,223.802064
981,Christian,Yelich,yelic001,56.13239208,579,293.7901973
982,Alex,Young,youna002,-4.09549077,25,7.947437198
983,Mark,Zagunis,zagum002,0.420416495,40,20.39977063
984,Seby,Zavala,zavas001,-2.121268225,12,5.612596998
985,T.J.,Zeuch,zeuct001,-0.177629006,1,0.290082228
986,Bradley,Zimmer,zimmb001,-2.901647547,14,6.599508595
987,Jordan,Zimmermann,zimmj003,-0.290082228,2,0.402535449
988,Ryan,Zimmerman,zimmr001,-0.994121589,190,102.5855375
989,Ben,Zobrist,zobrb001,1.954150733,176,99.64311917
990,Mike,Zunino,zunim001,-20.76867861,289,157.1633347
